Event,Card Colour,Time,Conversion,For,Score
Home Score,,,,,57
Away Score,,,,,7
Try,,78,Converted,benetton
Try,,61,Converted,benetton
Try,,55,Converted,benetton
Try,,44,Missed,benetton
Try,,35,Missed,benetton
Try,,30,Converted,benetton
Try,,26,Converted,benetton
Try,,20,Missed,benetton
Try,,15,Converted,benetton
Substitution,,50,,dragons
Substitution,,40,,dragons
Try,,39,Converted,dragons
Substitution,,32,,dragons
Substitution,,24,,dragons
