Event,Card Colour,Time,Conversion,For
Try,,54,Converted,edinburgh
Substitution,,54,,edinburgh
Penalty,,40,Scored,edinburgh
Try,,26,Converted,edinburgh
Penalty,,75,Scored,connacht
Try,,61,Converted,connacht
Substitution,,51,,connacht
Substitution,,50,,connacht
Substitution,,36,,connacht
Card,Yellow,25,,connacht
