Event,Card Colour,Time,Conversion,For,Score
Home Score,,,,,18
Away Score,,,,,10
Penalty,,80,Converted,benetton
Try,,69,Converted,benetton
Substitution,,53,,benetton
Try,,46,Missed,benetton
Penalty,,32,Converted,benetton
Substitution,,76,,edinburgh
Substitution,,76,,edinburgh
Try,,53,Converted,edinburgh
Substitution,,51,,edinburgh
Substitution,,41,,edinburgh
Substitution,,41,,edinburgh
Substitution,,3,,edinburgh
Penalty,,3,Converted,edinburgh
